BodyType,Make,GenModel,Model,YearFirstUsed,YearManufacture,Licensed,SORN,Electric motor_Electric motor type,Electric motor_Location of the motor,Electric motor_Power,Electric motor_Torque,Second electric motor_Motor type,Second electric motor_Location,Second electric motor_Power,Second electric motor_Torque,Second electric motor_Regenerative braking
Cars,TESLA,TESLA MODEL S,MODEL S P100D,2016,2016,23,1,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P100D,2016,2016,23,1,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P100D,2016,2016,23,1,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S P100D,2016,2016,23,1,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P100D,2016,2016,23,1,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S P100D,2016,2016,23,1,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P100D,2016,2016,23,1,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P100D,2016,2016,23,1,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P100D,2016,2016,23,1,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P100D,2016,2016,23,1,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S P85D,2016,2016,82,3,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P85D,2016,2016,82,3,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P85D,2016,2016,82,3,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S P85D,2016,2016,82,3,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P85D,2016,2016,82,3,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S P85D,2016,2016,82,3,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P85D,2016,2016,82,3,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P85D,2016,2016,82,3,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P85D,2016,2016,82,3,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P85D,2016,2016,82,3,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S P90D,2016,2016,52,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D,2016,2016,52,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D,2016,2016,52,0,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S P90D,2016,2016,52,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D,2016,2016,52,0,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S P90D,2016,2016,52,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D,2016,2016,52,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D,2016,2016,52,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D,2016,2016,52,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D,2016,2016,52,0,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S P90D L,2016,2016,33,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D L,2016,2016,33,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D L,2016,2016,33,0,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S P90D L,2016,2016,33,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D L,2016,2016,33,0,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S P90D L,2016,2016,33,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D L,2016,2016,33,0,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D L,2016,2016,33,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D L,2016,2016,33,0,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S P90D L,2016,2016,33,0,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,140 kW (kilowatts)187.7 hp (mechanical horsepower)190.3 ps (metric horsepower),250 Nm (newton meters)25.5 kgm (kilogram meters)184.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,140 kW (kilowatts)187.7 hp (mechanical horsepower)190.3 ps (metric horsepower),250 Nm (newton meters)25.5 kgm (kilogram meters)184.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,350 kW (kilowatts)469.4 hp (mechanical horsepower)475.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,165 kW (kilowatts)221.3 hp (mechanical horsepower)224.3 ps (metric horsepower),,Yes
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,140 kW (kilowatts)187.7 hp (mechanical horsepower)190.3 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,140 kW (kilowatts)187.7 hp (mechanical horsepower)190.3 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,285 kW (kilowatts)382.2 hp (mechanical horsepower)387.5 ps (metric horsepower),440 Nm (newton meters)44.9 kgm (kilogram meters)324.5 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S,2015,2015,367,17,AC induction/asynchronous,Rear,225 kW (kilowatts)301.7 hp (mechanical horsepower)305.9 ps (metric horsepower),430 Nm (newton meters)43.8 kgm (kilogram meters)317.2 ft-lb (foot-pounds),,,,,
Cars,TESLA,TESLA MODEL S,MODEL S 70D,2015,2015,151,1,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
Cars,TESLA,TESLA MODEL S,MODEL S 70D,2015,2015,151,1,AC induction/asynchronous,Rear,375 kW (kilowatts)502.9 hp (mechanical horsepower)509.9 ps (metric horsepower),600 Nm (newton meters)61.2 kgm (kilogram meters)442.5 ft-lb (foot-pounds),AC induction/asynchronous,Front,193 kW (kilowatts)258.8 hp (mechanical horsepower)262.4 ps (metric horsepower),330 Nm (newton meters)33.7 kgm (kilogram meters)243.4 ft-lb (foot-pounds),Yes
