year,variable,material,application,level,value
2028,sent for sorting,PVC,Film,Low,6045.541645060108
2029,sent for sorting,PVC,Film,Low,6060.202206430052
2030,sent for sorting,PVC,Film,Low,6073.92800372571
2031,sent for sorting,PVC,Film,Low,6086.734321365659
2032,sent for sorting,PVC,Film,Low,6098.653253242233
2033,sent for sorting,PVC,Film,Low,6109.696332762864
2034,sent for sorting,PVC,Film,Low,6119.8948159755255
2035,sent for sorting,PVC,Film,Low,6129.305300331956
2036,sent for sorting,PVC,Film,Low,6138.0857793804535
2037,sent for sorting,PVC,Film,Low,6146.404162912469
2038,sent for sorting,PVC,Film,Low,6154.330981922861
2039,sent for sorting,PVC,Film,Low,6161.914578879445
2040,sent for sorting,PVC,Film,Low,6169.183073966497
2041,sent for sorting,PVC,Film,Low,6176.104295205494
2042,sent for sorting,PVC,Film,Low,6182.63916152793
2014,sent for sorting,PP,Film,Low,54355.3363990958
2015,sent for sorting,PP,Film,Low,57261.43392520661
2016,sent for sorting,PP,Film,Low,64573.95120498644
2017,sent for sorting,PP,Film,Low,66760.8949795452
2018,sent for sorting,PP,Film,Low,57361.713050501276
2019,sent for sorting,PP,Film,Low,52846.999045622346
2020,sent for sorting,PP,Film,Low,85998.20339880025
2021,sent for sorting,PP,Film,Low,105843.15928989156
2022,sent for sorting,PP,Film,Low,74842.54411806306
2023,sent for sorting,PP,Film,Low,87856.35614771301
2024,sent for sorting,PP,Film,Low,88390.53245007152
2025,sent for sorting,PP,Film,Low,88825.19396670345
2026,sent for sorting,PP,Film,Low,89158.830711303
2027,sent for sorting,PP,Film,Low,89389.26204866305
2028,sent for sorting,PP,Film,Low,89605.9432204573
2029,sent for sorting,PP,Film,Low,89808.8060186799
2030,sent for sorting,PP,Film,Low,89998.07496134989
2031,sent for sorting,PP,Film,Low,90174.2261150854
2032,sent for sorting,PP,Film,Low,90337.42816838967
2033,sent for sorting,PP,Film,Low,90488.14499885758
2034,sent for sorting,PP,Film,Low,90627.21575442691
2035,sent for sorting,PP,Film,Low,90756.98546422985
2036,sent for sorting,PP,Film,Low,90879.93778385474
2037,sent for sorting,PP,Film,Low,90997.10675930041
2038,sent for sorting,PP,Film,Low,91109.20535369393
2039,sent for sorting,PP,Film,Low,91216.64736227039
2040,sent for sorting,PP,Film,Low,91318.95179227793
2041,sent for sorting,PP,Film,Low,91415.54020193417
2042,sent for sorting,PP,Film,Low,91506.38953945933
2014,sent for sorting,LDPE,Film,Low,148761.9733279197
2015,sent for sorting,LDPE,Film,Low,156715.50335060724
2016,sent for sorting,LDPE,Film,Low,176728.70853435385
2017,sent for sorting,LDPE,Film,Low,182714.02833750643
2018,sent for sorting,LDPE,Film,Low,171100.38867211656
2019,sent for sorting,LDPE,Film,Low,174923.56689970606
2020,sent for sorting,LDPE,Film,Low,208758.9976015862
2021,sent for sorting,LDPE,Film,Low,199272.6146818403
2022,sent for sorting,LDPE,Film,Low,192452.25627027728
2023,sent for sorting,LDPE,Film,Low,225916.3443527668
2024,sent for sorting,LDPE,Film,Low,227289.9406039426
2025,sent for sorting,LDPE,Film,Low,228407.6416376882
2026,sent for sorting,LDPE,Film,Low,229265.5646501188
2027,sent for sorting,LDPE,Film,Low,229858.10243791452
2028,sent for sorting,LDPE,Film,Low,230415.2825849346
2029,sent for sorting,LDPE,Film,Low,230936.92970818633
2030,sent for sorting,LDPE,Film,Low,231423.6213021187
2031,sent for sorting,LDPE,Film,Low,231876.58144781325
2032,sent for sorting,LDPE,Film,Low,232296.2437713512
2033,sent for sorting,LDPE,Film,Low,232683.80140758932
2034,sent for sorting,LDPE,Film,Low,233041.41187679936
2035,sent for sorting,LDPE,Film,Low,233375.10552455927
2036,sent for sorting,LDPE,Film,Low,233691.2685148773
2037,sent for sorting,LDPE,Film,Low,233992.56032842325
2038,sent for sorting,LDPE,Film,Low,234280.81367641926
2039,sent for sorting,LDPE,Film,Low,234557.0931721556
2040,sent for sorting,LDPE,Film,Low,234820.16178766076
2041,sent for sorting,LDPE,Film,Low,235068.53202000848
2042,sent for sorting,LDPE,Film,Low,235302.14450297158
2014,sent for sorting,PVC,Other,Low,1225.808885196
2015,sent for sorting,PVC,Other,Low,1276.3869263142883
2016,sent for sorting,PVC,Other,Low,1430.8513377962724
2017,sent for sorting,PVC,Other,Low,1505.9398826149688
2018,sent for sorting,PVC,Other,Low,1392.998540286061
2019,sent for sorting,PVC,Other,Low,1406.466565139424
2020,sent for sorting,PVC,Other,Low,1207.425758448324
2021,sent for sorting,PVC,Other,Low,623.0338989865352
2022,sent for sorting,PVC,Other,Low,1288.7189767836005
2023,sent for sorting,PVC,Other,Low,2146.8810265574284
2024,sent for sorting,PVC,Other,Low,681.3776700430341
2025,sent for sorting,PVC,Other,Low,738.36599496266
2026,sent for sorting,PVC,Other,Low,742.8021130668735
2027,sent for sorting,PVC,Other,Low,746.4567823007142
2028,sent for sorting,PVC,Other,Low,749.2606125004614
2029,sent for sorting,PVC,Other,Low,751.1971421958488
2030,sent for sorting,PVC,Other,Low,753.0180931099005
2031,sent for sorting,PVC,Other,Low,754.722891829066
2032,sent for sorting,PVC,Other,Low,756.3134531350428
2033,sent for sorting,PVC,Other,Low,757.7937760173054
2034,sent for sorting,PVC,Other,Low,759.1652790186837
2035,sent for sorting,PVC,Other,Low,760.4318602443607
2036,sent for sorting,PVC,Other,Low,761.600571695335
2037,sent for sorting,PVC,Other,Low,762.6911186784989
2038,sent for sorting,PVC,Other,Low,763.7243737290485
2039,sent for sorting,PVC,Other,Low,764.7090264984455
2040,sent for sorting,PVC,Other,Low,765.6510680430539
2041,sent for sorting,PVC,Other,Low,766.5539779155512
2042,sent for sorting,PVC,Other,Low,767.4137131126059
2014,sent for sorting,PET,Film,Low,12669.288940773948
2015,sent for sorting,PET,Film,Low,13346.650010480547
2016,sent for sorting,PET,Film,Low,15051.071331055442
2017,sent for sorting,PET,Film,Low,15560.8101054941
2018,sent for sorting,PET,Film,Low,18464.070718235103
2019,sent for sorting,PET,Film,Low,23252.67958985651
2020,sent for sorting,PET,Film,Low,26587.230828522283
2021,sent for sorting,PET,Film,Low,24174.05489299405
2022,sent for sorting,PET,Film,Low,20754.655083970203
2023,sent for sorting,PET,Film,Low,24363.527332161128
2024,sent for sorting,PET,Film,Low,24511.660260218818
2025,sent for sorting,PET,Film,Low,24632.196645963322
2026,sent for sorting,PET,Film,Low,24724.71775539469
2027,sent for sorting,PET,Film,Low,24788.61889296386
2028,sent for sorting,PET,Film,Low,24848.706944071946
2029,sent for sorting,PET,Film,Low,24904.963012575132
2030,sent for sorting,PET,Film,Low,24957.449357225352
2031,sent for sorting,PET,Film,Low,25006.29799840714
2032,sent for sorting,PET,Film,Low,25051.555702813344
2033,sent for sorting,PET,Film,Low,25093.35113095266
2034,sent for sorting,PET,Film,Low,25131.91696685814
2035,sent for sorting,PET,Film,Low,25167.9035359716
2036,sent for sorting,PET,Film,Low,25201.999549684762
2037,sent for sorting,PET,Film,Low,25234.491797399714
2038,sent for sorting,PET,Film,Low,25265.577943391014
2039,sent for sorting,PET,Film,Low,25295.37279183726
2040,sent for sorting,PET,Film,Low,25323.742939247157
2041,sent for sorting,PET,Film,Low,25350.52795786488
2042,sent for sorting,PET,Film,Low,25375.72146897877
2014,Total POM,PET,PTT,Low,159112.2816
2015,Total POM,PET,PTT,Low,161976.2511
2016,Total POM,PET,PTT,Low,161976.2511
2017,Total POM,PET,PTT,Low,161976.2511
2018,Total POM,PET,PTT,Low,174813.6031
2019,Total POM,PET,PTT,Low,189073.4266
2020,Total POM,PET,PTT,Low,188443.3943
2021,Total POM,PET,PTT,Low,188095.4304
2022,Total POM,PET,PTT,Low,250283.5175
2023,Total POM,PET,PTT,Low,271208.0735
2024,Total POM,PET,PTT,Low,272857.0484
2025,Total POM,PET,PTT,Low,274198.8262
2026,Total POM,PET,PTT,Low,275228.7458
2027,Total POM,PET,PTT,Low,275940.0756
2028,Total POM,PET,PTT,Low,276608.9593
2029,Total POM,PET,PTT,Low,277235.1863
2030,Total POM,PET,PTT,Low,277819.4498
2031,Total POM,PET,PTT,Low,278363.2194
2032,Total POM,PET,PTT,Low,278867.0157
2033,Total POM,PET,PTT,Low,279332.2709
2034,Total POM,PET,PTT,Low,279761.5752
2035,Total POM,PET,PTT,Low,280162.1677
2036,Total POM,PET,PTT,Low,280541.7152
2037,Total POM,PET,PTT,Low,280903.4099
2038,Total POM,PET,PTT,Low,281249.4524
2039,Total POM,PET,PTT,Low,281581.1204
2040,Total POM,PET,PTT,Low,281896.929
2041,Total POM,PET,PTT,Low,282195.0925
2042,Total POM,PET,PTT,Low,282475.5397
2014,Total POM,PE,Bottle,Low,941.4927905
2015,Total POM,PE,Bottle,Low,958.4393553999998
2016,Total POM,PE,Bottle,Low,958.4393553999998
2017,Total POM,PE,Bottle,Low,958.4393554
2018,Total POM,PE,Bottle,Low,1524.5372359999997
2019,Total POM,PE,Bottle,Low,2160.839161
2020,Total POM,PE,Bottle,Low,10499.77857
2021,Total POM,PE,Bottle,Low,19262.78504
2022,Total POM,PE,Bottle,Low,1078.808265
2023,Total POM,PE,Bottle,Low,1169.000317
2024,Total POM,PE,Bottle,Low,1176.107967
2025,Total POM,PE,Bottle,Low,1181.8914919999997
2026,Total POM,PE,Bottle,Low,1186.330801
2027,Total POM,PE,Bottle,Low,1189.396878
2028,Total POM,PE,Bottle,Low,1192.279997
2029,Total POM,PE,Bottle,Low,1194.979251
2030,Total POM,PE,Bottle,Low,1197.497629
2031,Total POM,PE,Bottle,Low,1199.841463
2032,Total POM,PE,Bottle,Low,1202.012999
2033,Total POM,PE,Bottle,Low,1204.018409
2034,Total POM,PE,Bottle,Low,1205.868859
2035,Total POM,PE,Bottle,Low,1207.59555
2036,Total POM,PE,Bottle,Low,1209.231531
2037,Total POM,PE,Bottle,Low,1210.79056
2038,Total POM,PE,Bottle,Low,1212.282122
2039,Total POM,PE,Bottle,Low,1213.711726
2040,Total POM,PE,Bottle,Low,1215.07297
2041,Total POM,PE,Bottle,Low,1216.358157
2042,Total POM,PE,Bottle,Low,1217.566981
2014,Total POM,PVC,Film,Low,8473.435115
2015,Total POM,PVC,Film,Low,8625.954198
2016,Total POM,PVC,Film,Low,8625.954198
2017,Total POM,PVC,Film,Low,8625.954198
2018,Total POM,PVC,Film,Low,6098.148945
2019,Total POM,PVC,Film,Low,3241.258741
2020,Total POM,PVC,Film,Low,2763.099623
2021,Total POM,PVC,Film,Low,2266.210005
2022,Total POM,PVC,Film,Low,8630.466122
2023,Total POM,PVC,Film,Low,9352.002533
2024,Total POM,PVC,Film,Low,9408.863738
2025,Total POM,PVC,Film,Low,9455.131939
2026,Total POM,PVC,Film,Low,9490.646405
2027,Total POM,PVC,Film,Low,9515.175021
2028,Total POM,PVC,Film,Low,9538.239974
2029,Total POM,PVC,Film,Low,9559.834009
2030,Total POM,PVC,Film,Low,9579.981028
2031,Total POM,PVC,Film,Low,9598.731703
2032,Total POM,PVC,Film,Low,9616.103991
2033,Total POM,PVC,Film,Low,9632.147273
2034,Total POM,PVC,Film,Low,9646.950868
2035,Total POM,PVC,Film,Low,9660.764404
2036,Total POM,PVC,Film,Low,9673.852247
2037,Total POM,PVC,Film,Low,9686.32448
2038,Total POM,PVC,Film,Low,9698.256978
2039,Total POM,PVC,Film,Low,9709.693807
2040,Total POM,PVC,Film,Low,9720.583759
2041,Total POM,PVC,Film,Low,9730.865259
2042,Total POM,PVC,Film,Low,9740.535851
2014,Total POM,PP,Film,Low,125218.5411
2015,Total POM,PP,Film,Low,127472.4343
2016,Total POM,PP,Film,Low,127472.4343
2017,Total POM,PP,Film,Low,127472.4343
2018,Total POM,PP,Film,Low,118405.7254
2019,Total POM,PP,Film,Low,108041.958
2020,Total POM,PP,Film,Low,144786.4202
2021,Total POM,PP,Film,Low,183563.0104
2022,Total POM,PP,Film,Low,128378.1836
2023,Total POM,PP,Film,Low,139111.0377
2024,Total POM,PP,Film,Low,139956.8481
2025,Total POM,PP,Film,Low,140645.0876
2026,Total POM,PP,Film,Low,141173.3653
2027,Total POM,PP,Film,Low,141538.2284
2028,Total POM,PP,Film,Low,141881.3196
2029,Total POM,PP,Film,Low,142202.5309
2030,Total POM,PP,Film,Low,142502.2178
2031,Total POM,PP,Film,Low,142781.1341
2032,Total POM,PP,Film,Low,143039.5469
2033,Total POM,PP,Film,Low,143278.1907
2034,Total POM,PP,Film,Low,143498.3942
2035,Total POM,PP,Film,Low,143703.8705
2036,Total POM,PP,Film,Low,143898.5522
2037,Total POM,PP,Film,Low,144084.0766
2038,Total POM,PP,Film,Low,144261.5726
2039,Total POM,PP,Film,Low,144431.6954
2040,Total POM,PP,Film,Low,144593.6834
2041,Total POM,PP,Film,Low,144746.6207
2042,Total POM,PP,Film,Low,144890.4708
2014,Total POM,PS,Film,Low,1882.985581
2015,Total POM,PS,Film,Low,1916.8787109999998
2016,Total POM,PS,Film,Low,1916.878711
2017,Total POM,PS,Film,Low,1916.878711
2018,Total POM,PS,Film,Low,3557.253551
2019,Total POM,PS,Film,Low,5402.097902
2020,Total POM,PS,Film,Low,5526.199246
2021,Total POM,PS,Film,Low,5665.525011
2022,Total POM,PS,Film,Low,0.0
2023,Total POM,PS,Film,Low,0.0
2024,Total POM,PS,Film,Low,0.0
2025,Total POM,PS,Film,Low,0.0
2026,Total POM,PS,Film,Low,0.0
2027,Total POM,PS,Film,Low,0.0
2028,Total POM,PS,Film,Low,0.0
2029,Total POM,PS,Film,Low,0.0
2030,Total POM,PS,Film,Low,0.0
2031,Total POM,PS,Film,Low,0.0
2032,Total POM,PS,Film,Low,0.0
2033,Total POM,PS,Film,Low,0.0
2034,Total POM,PS,Film,Low,0.0
2035,Total POM,PS,Film,Low,0.0
2036,Total POM,PS,Film,Low,0.0
2037,Total POM,PS,Film,Low,0.0
2038,Total POM,PS,Film,Low,0.0
2039,Total POM,PS,Film,Low,0.0
2040,Total POM,PS,Film,Low,0.0
2041,Total POM,PS,Film,Low,0.0
2042,Total POM,PS,Film,Low,0.0
2014,Total POM,PS,Other,Low,3765.971162
2015,Total POM,PS,Other,Low,3833.757422
2016,Total POM,PS,Other,Low,3833.757422
2017,Total POM,PS,Other,Low,3833.757422
2018,Total POM,PS,Other,Low,3049.074473
2019,Total POM,PS,Other,Low,2160.839161
2020,Total POM,PS,Other,Low,4973.579321
2021,Total POM,PS,Other,Low,7931.735016
2022,Total POM,PS,Other,Low,14024.50745
2023,Total POM,PS,Other,Low,15197.00412
2024,Total POM,PS,Other,Low,15289.403570000002
2025,Total POM,PS,Other,Low,15364.5894
2026,Total POM,PS,Other,Low,15422.30041
2027,Total POM,PS,Other,Low,15462.15941
2028,Total POM,PS,Other,Low,15499.63996
2029,Total POM,PS,Other,Low,15534.73026
2030,Total POM,PS,Other,Low,15567.46917
2031,Total POM,PS,Other,Low,15597.93902
2032,Total POM,PS,Other,Low,15626.16898
2033,Total POM,PS,Other,Low,15652.23932
2034,Total POM,PS,Other,Low,15676.29516
2035,Total POM,PS,Other,Low,15698.74216
2036,Total POM,PS,Other,Low,15720.0099
2037,Total POM,PS,Other,Low,15740.27728
2038,Total POM,PS,Other,Low,15759.66759
2039,Total POM,PS,Other,Low,15778.25244
2040,Total POM,PS,Other,Low,15795.94861
2041,Total POM,PS,Other,Low,15812.65605
2042,Total POM,PS,Other,Low,15828.37076
2014,Total POM,PS,PTT,Low,53665.08906
2015,Total POM,PS,PTT,Low,54631.04326
2016,Total POM,PS,PTT,Low,54631.04325999999
2017,Total POM,PS,PTT,Low,54631.04326
2018,Total POM,PS,PTT,Low,54883.34051
2019,Total POM,PS,PTT,Low,55101.3986
2020,Total POM,PS,PTT,Low,46972.69359
2021,Total POM,PS,PTT,Low,38525.57008
2022,Total POM,PS,PTT,Low,36679.48102
2023,Total POM,PS,PTT,Low,39746.01076
2024,Total POM,PS,PTT,Low,39987.67089
2025,Total POM,PS,PTT,Low,40184.31074
2026,Total POM,PS,PTT,Low,40335.24722
2027,Total POM,PS,PTT,Low,40439.49384
2028,Total POM,PS,PTT,Low,40537.51989
2029,Total POM,PS,PTT,Low,40629.29454
2030,Total POM,PS,PTT,Low,40714.91937
2031,Total POM,PS,PTT,Low,40794.60974
2032,Total POM,PS,PTT,Low,40868.44196
2033,Total POM,PS,PTT,Low,40936.62591
2034,Total POM,PS,PTT,Low,40999.54119
2035,Total POM,PS,PTT,Low,41058.24872
2036,Total POM,PS,PTT,Low,41113.87205
2037,Total POM,PS,PTT,Low,41166.87904
2038,Total POM,PS,PTT,Low,41217.59216
2039,Total POM,PS,PTT,Low,41266.19868
2040,Total POM,PS,PTT,Low,41312.48098
2041,Total POM,PS,PTT,Low,41356.17735
2042,Total POM,PS,PTT,Low,41397.27737
2014,Total POM,PVC,Other,Low,2824.478372
2015,Total POM,PVC,Other,Low,2875.318066
2016,Total POM,PVC,Other,Low,2875.318066
2017,Total POM,PVC,Other,Low,2875.318066
2018,Total POM,PVC,Other,Low,2032.7163149999997
2019,Total POM,PVC,Other,Low,1080.41958
2020,Total POM,PVC,Other,Low,2210.479698
2021,Total POM,PVC,Other,Low,3399.315007
2022,Total POM,PVC,Other,Low,1078.808265
2023,Total POM,PVC,Other,Low,1169.000317
2024,Total POM,PVC,Other,Low,1176.107967
2025,Total POM,PVC,Other,Low,1181.891492
2026,Total POM,PVC,Other,Low,1186.330801
2027,Total POM,PVC,Other,Low,1189.396878
2028,Total POM,PVC,Other,Low,1192.279997
2029,Total POM,PVC,Other,Low,1194.979251
2030,Total POM,PVC,Other,Low,1197.497629
2031,Total POM,PVC,Other,Low,1199.841463
2032,Total POM,PVC,Other,Low,1202.012999
2033,Total POM,PVC,Other,Low,1204.018409
2034,Total POM,PVC,Other,Low,1205.868859
2035,Total POM,PVC,Other,Low,1207.59555
2036,Total POM,PVC,Other,Low,1209.231531
2037,Total POM,PVC,Other,Low,1210.79056
2038,Total POM,PVC,Other,Low,1212.282122
2039,Total POM,PVC,Other,Low,1213.711726
2040,Total POM,PVC,Other,Low,1215.07297
2041,Total POM,PVC,Other,Low,1216.358157
2042,Total POM,PVC,Other,Low,1217.566981
2014,Total POM,HDPE,Film,Low,92266.29347
2015,Total POM,HDPE,Film,Low,93927.05683
2016,Total POM,HDPE,Film,Low,93927.05683
2017,Total POM,HDPE,Film,Low,93927.05683
2018,Total POM,HDPE,Film,Low,61997.84761
2019,Total POM,HDPE,Film,Low,25930.06993
2020,Total POM,HDPE,Film,Low,22104.79698
2021,Total POM,HDPE,Film,Low,18129.68004
2022,Total POM,HDPE,Film,Low,20497.35704
2023,Total POM,HDPE,Film,Low,22211.00602
2024,Total POM,HDPE,Film,Low,22346.05138
2025,Total POM,HDPE,Film,Low,22455.93835
2026,Total POM,HDPE,Film,Low,22540.28521
2027,Total POM,HDPE,Film,Low,22598.54067
2028,Total POM,HDPE,Film,Low,22653.31994
2029,Total POM,HDPE,Film,Low,22704.60577
2030,Total POM,HDPE,Film,Low,22752.45494
2031,Total POM,HDPE,Film,Low,22796.9878
2032,Total POM,HDPE,Film,Low,22838.24698
2033,Total POM,HDPE,Film,Low,22876.34977
2034,Total POM,HDPE,Film,Low,22911.50831
2035,Total POM,HDPE,Film,Low,22944.31546
2036,Total POM,HDPE,Film,Low,22975.39909
2037,Total POM,HDPE,Film,Low,23005.02064
2038,Total POM,HDPE,Film,Low,23033.36032
2039,Total POM,HDPE,Film,Low,23060.52279
2040,Total POM,HDPE,Film,Low,23086.38643
2041,Total POM,HDPE,Film,Low,23110.80499
2042,Total POM,HDPE,Film,Low,23133.77265
2014,Total POM,PET,Film,Low,29186.27651
2015,Total POM,PET,Film,Low,29711.62002
2016,Total POM,PET,Film,Low,29711.62002
2017,Total POM,PET,Film,Low,29711.62002
2018,Total POM,PET,Film,Low,38113.43091
2019,Total POM,PET,Film,Low,47538.46154
2020,Total POM,PET,Film,Low,44762.21389
2021,Total POM,PET,Film,Low,41924.88508
2022,Total POM,PET,Film,Low,35600.67275
2023,Total POM,PET,Film,Low,38577.01045
2024,Total POM,PET,Film,Low,38811.56292
2025,Total POM,PET,Film,Low,39002.41925
2026,Total POM,PET,Film,Low,39148.91642
2027,Total POM,PET,Film,Low,39250.09696
2028,Total POM,PET,Film,Low,39345.23989
2029,Total POM,PET,Film,Low,39434.31529
2030,Total POM,PET,Film,Low,39517.42174
2031,Total POM,PET,Film,Low,39594.76828
2032,Total POM,PET,Film,Low,39666.42896
2033,Total POM,PET,Film,Low,39732.6075
2034,Total POM,PET,Film,Low,39793.67233
2035,Total POM,PET,Film,Low,39850.65317
2036,Total POM,PET,Film,Low,39904.64052
2037,Total POM,PET,Film,Low,39956.08848
2038,Total POM,PET,Film,Low,40005.31003
2039,Total POM,PET,Film,Low,40052.48695
2040,Total POM,PET,Film,Low,40097.40801
2041,Total POM,PET,Film,Low,40139.81919
2042,Total POM,PET,Film,Low,40179.71039
2014,Total POM,PS,Bottle,Low,0.0
2015,Total POM,PS,Bottle,Low,0.0
2016,Total POM,PS,Bottle,Low,0.0
2017,Total POM,PS,Bottle,Low,0.0
2018,Total POM,PS,Bottle,Low,0.0
2019,Total POM,PS,Bottle,Low,0.0
2020,Total POM,PS,Bottle,Low,0.0
2021,Total POM,PS,Bottle,Low,0.0
2022,Total POM,PS,Bottle,Low,0.0
2023,Total POM,PS,Bottle,Low,0.0
2024,Total POM,PS,Bottle,Low,0.0
2025,Total POM,PS,Bottle,Low,0.0
2026,Total POM,PS,Bottle,Low,0.0
2027,Total POM,PS,Bottle,Low,0.0
2028,Total POM,PS,Bottle,Low,0.0
2029,Total POM,PS,Bottle,Low,0.0
2030,Total POM,PS,Bottle,Low,0.0
2031,Total POM,PS,Bottle,Low,0.0
2032,Total POM,PS,Bottle,Low,0.0
2033,Total POM,PS,Bottle,Low,0.0
2034,Total POM,PS,Bottle,Low,0.0
2035,Total POM,PS,Bottle,Low,0.0
2036,Total POM,PS,Bottle,Low,0.0
2037,Total POM,PS,Bottle,Low,0.0
2038,Total POM,PS,Bottle,Low,0.0
2039,Total POM,PS,Bottle,Low,0.0
2040,Total POM,PS,Bottle,Low,0.0
2041,Total POM,PS,Bottle,Low,0.0
2042,Total POM,PS,Bottle,Low,0.0
2014,Total POM,LDPE,Film,Low,342703.3757
2015,Total POM,LDPE,Film,Low,348871.9254
2016,Total POM,LDPE,Film,Low,348871.9254
2017,Total POM,LDPE,Film,Low,348871.9254
2018,Total POM,LDPE,Film,Low,353184.4598
2019,Total POM,LDPE,Film,Low,357618.8811
2020,Total POM,LDPE,Film,Low,351466.272
2021,Total POM,LDPE,Film,Low,345597.0257
2022,Total POM,LDPE,Film,Low,330115.3292
2023,Total POM,LDPE,Film,Low,357714.0969
2024,Total POM,LDPE,Film,Low,359889.038
